ticker,date,sector,setup,primary_setup,raw_score,score,score_trend,score_momentum,score_position,score_relative_strength,trend_ok,momentum_ok,liquidity_state,discovery_state,discovery_reason,regime_state,close,ma20,ma50,ma200,atr14,high_20d,low_20d,avg_vol_20,volume_ratio,breakout_strength,extension_atr,ret_20d_pct,rs_20d_pct,atr_pct,entry,stop,target,rr,grade
MPWR,2026-05-20,TECHNOLOGY,NONE,,2.0,2.0,4.0,-2.0,0.0,0.0,True,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,1553.27,1580.69,1355.34,1070.73,79.78,1675.42,1412.89,686200,1.1,0.0,-0.34,2.05,2.05,5.14,,,,,C
MRK,2026-05-20,HEALTHCARE,NONE,,6.0,6.0,3.0,0.0,3.0,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,113.0,112.21,115.58,101.91,2.5,115.1,107.9,8302665,0.63,2.0,0.31,0.1,0.1,2.21,,,,,B
MRVL,2026-05-20,TECHNOLOGY,NONE,,14.0,14.0,6.0,4.0,2.0,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,186.8,168.37,133.32,94.73,12.56,192.15,146.85,25126556,1.16,3.5,1.47,18.74,18.74,6.72,,,,,A
MS,2026-05-20,FINANCIAL SERVICES,NONE,,11.0,11.0,6.0,2.0,2.0,1.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,197.77,191.14,178.56,169.01,4.46,197.5,184.9,5005763,1.09,3.5,1.49,3.52,3.52,2.25,,,,,A
MSCI,2026-05-20,FINANCIAL SERVICES,NONE,,2.0,2.0,3.0,1.0,-1.0,-1.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,581.97,584.29,564.43,564.69,15.28,621.29,554.51,616835,0.63,0.5,-0.15,-4.29,-4.29,2.63,,,,,C
MSFT,2026-05-20,TECHNOLOGY,NONE,,5.0,5.0,4.0,1.0,1.0,-1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,421.06,416.75,399.82,461.48,10.91,433.7,398.01,34755501,0.8,1.5,0.39,-2.74,-2.74,2.59,,,,,B
MSI,2026-05-20,TECHNOLOGY,NONE,,-1.0,-1.0,2.0,-1.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,395.92,417.87,436.15,428.84,13.69,448.56,381.25,1217411,0.83,0.0,-1.6,-10.36,-10.36,3.46,,,,,C
MU,2026-05-20,TECHNOLOGY,NONE,,9.0,9.0,6.0,1.0,0.0,2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,731.99,642.01,505.23,316.08,61.19,818.67,458.56,50543123,0.94,1.0,1.47,50.16,50.16,8.36,,,,,B
NDAQ,2026-05-20,FINANCIAL SERVICES,NONE,,4.5,4.5,3.0,0.0,0.5,1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,90.01,90.27,87.62,90.31,2.09,93.63,84.88,3400181,1.26,2.0,-0.12,4.21,4.21,2.32,,,,,B
NEE,2026-05-20,UTILITIES,NONE,,0.0,0.0,3.0,-2.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,88.27,94.31,92.95,84.55,2.5,98.75,86.63,11666899,1.34,1.0,-2.42,-1.92,-1.92,2.83,,,,,C
NEM,2026-05-20,BASIC MATERIALS,NONE,,1.0,1.0,3.0,-2.0,1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,107.39,112.73,111.14,99.01,4.54,121.26,104.13,7443549,0.88,0.0,-1.18,-3.99,-3.99,4.23,,,,,C
NET,2026-05-20,TECHNOLOGY,NONE,,5.5,5.5,4.0,1.0,0.5,0.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,210.13,211.32,207.97,204.07,15.04,258.88,185.75,4804424,0.62,1.5,-0.08,1.24,1.24,7.16,,,,,B
NFLX,2026-05-20,COMMUNICATION SERVICES,NONE,,0.0,0.0,1.0,1.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,88.09,89.57,93.91,102.16,2.38,94.7,85.1,34247276,0.62,0.0,-0.62,-5.52,-5.52,2.7,,,,,C
NKE,2026-05-20,CONSUMER CYCLICAL,NONE,,3.0,3.0,2.0,2.0,0.0,-1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,44.19,43.58,46.79,61.92,1.1,46.95,41.35,19706880,1.37,2.5,0.56,-3.26,-3.26,2.5,,,,,C
NOC,2026-05-20,INDUSTRIALS,NONE,,0.0,0.0,2.0,1.0,-1.0,-2.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,552.17,561.45,637.79,620.01,11.75,615.0,539.0,791605,0.89,0.0,-0.79,-6.35,-6.35,2.13,,,,,C
NOW,2026-05-20,TECHNOLOGY,NONE,,6.5,6.5,3.0,4.0,-0.5,0.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,103.3,92.19,98.65,143.56,5.54,110.83,83.58,31183321,0.96,1.5,2.01,0.22,0.22,5.36,,,,,B
NSC,2026-05-20,INDUSTRIALS,NONE,,4.8,4.8,3.1,0.7,0.0,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,311.84,315.31,300.78,293.35,5.34,323.37,298.01,1113952,0.82,1.0,-0.65,4.53,4.53,1.71,,,,,B
NUE,2026-05-20,BASIC MATERIALS,NONE,,5.0,5.0,4.0,0.0,0.0,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,225.67,225.76,195.95,166.35,5.33,235.45,210.12,1500249,0.41,1.0,-0.02,5.33,5.33,2.36,,,,,B
NVDA,2026-05-20,TECHNOLOGY,NONE,,11.0,11.0,6.0,1.0,2.0,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,223.47,213.4,195.49,186.65,8.09,236.54,194.74,159750580,1.07,1.0,1.25,10.36,10.36,3.62,,,,,A
NVR,2026-05-20,CONSUMER CYCLICAL,NONE,,1.0,1.0,1.0,2.0,0.0,-2.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,5990.37,6047.29,6402.52,7354.27,192.72,6888.72,5501.01,21807,1.15,1.5,-0.3,-9.38,-9.38,3.22,,,,,C
NXE,2026-05-20,ENERGY,NONE,,0.0,0.0,3.0,-2.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,10.59,12.04,11.91,10.11,0.63,13.31,10.47,6034315,0.98,0.0,-2.3,-19.16,-19.16,5.95,,,,,C
NXPI,2026-05-20,TECHNOLOGY,NONE,,11.5,11.5,6.0,2.0,1.5,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,310.15,284.13,234.25,225.21,11.66,306.62,224.79,4397085,0.94,3.5,2.23,37.39,37.39,3.76,,,,,A
O,2026-05-20,REAL ESTATE,NONE,,2.1,2.1,1.7,0.7,0.7,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,62.24,62.77,62.82,60.43,0.91,64.44,61.11,5617942,0.84,1.5,-0.58,-1.74,-1.74,1.46,,,,,C
ODFL,2026-05-20,INDUSTRIALS,NONE,,8.5,8.5,6.0,3.0,0.5,-1.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,209.83,204.68,200.5,168.45,8.0,233.79,186.89,2116278,0.72,2.5,0.64,-4.61,-4.61,3.81,,,,,B
OKE,2026-05-20,ENERGY,NONE,,10.5,10.5,6.0,2.0,1.5,1.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,92.15,89.56,88.36,77.95,2.47,95.65,83.66,4180679,0.82,2.5,1.05,7.08,7.08,2.68,,,,,A
OKTA,2026-05-20,TECHNOLOGY,NONE,,11.5,11.5,4.0,4.0,1.5,2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,89.04,79.59,77.32,85.01,3.93,90.0,72.99,2753618,1.06,3.5,2.4,13.14,13.14,4.42,,,,,A
ON,2026-05-20,TECHNOLOGY,NONE,,10.0,10.0,6.0,0.0,2.0,2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,110.21,104.44,81.67,61.41,6.38,119.1,87.02,13842958,0.69,1.0,0.91,23.85,23.85,5.79,,,,,B
ORCL,2026-05-20,TECHNOLOGY,NONE,,6.0,6.0,4.0,0.0,2.0,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,188.16,182.55,166.02,208.63,9.67,200.71,160.33,23828020,0.69,0.0,0.58,0.35,0.35,5.14,,,,,B
ORLY,2026-05-20,CONSUMER CYCLICAL,NONE,,3.0,3.0,3.0,1.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,92.22,92.8,92.16,96.96,2.62,100.63,88.17,5887201,0.78,0.5,-0.22,-1.81,-1.81,2.84,,,,,C
OXY,2026-05-20,ENERGY,PULLBACK,PULLBACK,11.5,11.5,4.0,3.0,3.5,1.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,58.87,57.79,58.82,48.0,1.98,60.94,52.99,12157156,0.93,2.5,0.54,3.19,3.19,3.37,58.87,52.99,70.63,2.0,A
PANW,2026-05-20,TECHNOLOGY,NONE,,12.0,12.0,4.0,4.0,2.0,2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,246.66,204.33,180.37,186.72,10.83,248.85,169.6,7861979,1.09,3.5,3.91,36.13,36.13,4.39,,,,,A
PAYX,2026-05-20,TECHNOLOGY,NONE,,9.5,9.5,4.0,3.0,2.5,0.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,94.92,92.4,91.94,110.73,3.04,97.12,87.43,3167440,0.82,2.5,0.83,1.59,1.59,3.2,,,,,B
PCAR,2026-05-20,INDUSTRIALS,NONE,,-0.5,-0.5,2.0,0.0,-0.5,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,111.64,115.99,118.0,110.39,2.56,128.71,108.73,2861322,0.89,0.0,-1.7,-10.88,-10.88,2.29,,,,,C
PCG,2026-05-20,UTILITIES,NONE,,1.0,1.0,2.0,0.0,0.0,-1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,16.31,16.38,17.18,16.28,0.46,17.31,15.28,21527307,0.55,0.0,-0.16,-3.38,-3.38,2.82,,,,,C
PDD,2026-05-20,CONSUMER CYCLICAL,NONE,,2.0,2.0,2.0,0.0,1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,98.15,98.1,99.88,113.94,2.84,102.87,93.81,6292663,0.86,1.0,0.02,-1.9,-1.9,2.89,,,,,C
PEP,2026-05-20,CONSUMER DEFENSIVE,NONE,,2.0,2.0,2.0,1.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,149.29,153.31,154.48,150.55,3.22,160.0,147.48,6009755,1.23,1.0,-1.25,-2.93,-2.93,2.15,,,,,C
PFE,2026-05-20,HEALTHCARE,NONE,,0.7,0.7,1.7,0.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,25.79,26.16,26.85,25.79,0.5,27.58,25.19,38389720,0.76,0.0,-0.74,-3.77,-3.77,1.93,,,,,C
PG,2026-05-20,CONSUMER DEFENSIVE,NONE,,1.0,1.0,1.0,1.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,142.44,145.04,145.18,149.94,2.93,152.42,140.85,8686160,0.95,0.0,-0.89,-0.29,-0.29,2.06,,,,,C
PGR,2026-05-20,FINANCIAL SERVICES,NONE,,5.5,5.5,3.0,2.0,1.5,-1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,202.6,199.67,200.6,219.28,4.13,207.95,191.75,2429934,0.86,1.5,0.71,-0.05,-0.05,2.04,,,,,B
PH,2026-05-20,INDUSTRIALS,NONE,,-1.0,-1.0,2.0,0.0,-1.0,-2.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,859.44,899.23,918.11,862.29,20.85,985.26,839.15,796901,0.71,0.0,-1.91,-9.95,-9.95,2.43,,,,,C
PKG,2026-05-20,CONSUMER CYCLICAL,NONE,,3.0,3.0,4.0,-1.0,-1.0,1.0,True,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,213.21,217.26,213.07,212.21,6.31,231.27,201.87,827588,0.78,0.0,-0.64,3.88,3.88,2.96,,,,,C
PLD,2026-05-20,REAL ESTATE,PULLBACK,PULLBACK,8.1,8.1,4.8,0.7,2.6,0.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,144.68,141.95,137.63,127.44,2.37,145.34,138.0,3050483,0.5,3.5,1.15,2.31,2.31,1.64,144.68,137.63,158.78,2.0,A
PLTR,2026-05-20,TECHNOLOGY,NONE,,3.0,3.0,1.0,3.0,1.0,-2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,137.15,137.94,143.26,163.03,5.71,152.68,128.75,42846504,0.7,1.5,-0.14,-10.14,-10.14,4.16,,,,,C
PM,2026-05-20,CONSUMER DEFENSIVE,NONE,,10.5,10.5,6.0,3.0,-0.5,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,188.63,175.79,168.05,165.23,5.02,193.05,156.0,4964699,0.81,2.0,2.56,15.05,15.05,2.66,,,,,A
PPG,2026-05-20,BASIC MATERIALS,NONE,,-1.0,-1.0,2.0,-1.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,104.39,106.87,106.38,107.45,3.36,113.86,100.0,1819754,1.77,2.0,-0.74,-6.52,-6.52,3.22,,,,,C
PSA,2026-05-20,REAL ESTATE,NONE,,3.0,3.0,4.0,0.0,0.0,-1.0,True,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,302.87,303.09,293.24,286.78,6.76,313.12,289.21,949155,0.73,1.0,-0.03,-0.64,-0.64,2.23,,,,,C
PSX,2026-05-20,ENERGY,NONE,,14.0,14.0,6.0,3.0,3.0,2.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,179.34,173.13,172.03,146.33,5.81,183.7,158.0,2592999,0.69,3.5,1.07,11.63,11.63,3.24,,,,,A
PYPL,2026-05-20,FINANCIAL SERVICES,NONE,,1.0,1.0,2.0,0.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,44.38,47.18,46.65,57.48,1.43,51.87,43.81,14922209,0.7,0.0,-1.97,-13.36,-13.36,3.21,,,,,C
QCOM,2026-05-20,TECHNOLOGY,NONE,,6.5,6.5,4.0,0.0,0.5,2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,202.51,186.46,152.84,159.76,18.23,247.9,132.05,31051518,0.6,0.0,0.88,48.83,48.83,9.0,,,,,B
RBLX,2026-05-20,COMMUNICATION SERVICES,NONE,,3.0,3.0,1.0,3.0,1.0,-2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,45.79,47.62,53.53,89.46,3.52,63.0,40.15,15126887,0.8,1.5,-0.52,-23.22,-23.22,7.68,,,,,C
RCL,2026-05-20,CONSUMER CYCLICAL,NONE,,-1.5,-1.5,1.0,-2.0,0.5,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,253.89,262.81,269.95,294.73,11.95,288.86,241.18,2900760,2.13,2.0,-0.75,-4.42,-4.42,4.71,,,,,C
REGN,2026-05-20,HEALTHCARE,NONE,,-2.0,-2.0,2.0,-2.0,0.0,-2.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,649.76,706.1,734.28,692.57,23.2,767.21,610.6,989053,1.05,0.0,-2.43,-12.97,-12.97,3.57,,,,,C
RIO,2026-05-20,BASIC MATERIALS,NONE,,6.5,6.5,6.0,-1.0,0.5,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,103.31,102.89,96.91,80.98,3.17,112.58,96.37,2501077,0.8,1.0,0.13,3.02,3.02,3.07,,,,,B
RIVN,2026-05-20,CONSUMER CYCLICAL,NONE,,-1.0,-1.0,2.0,-2.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,13.73,14.82,15.37,15.35,0.69,18.07,12.65,29979723,1.39,1.0,-1.57,-22.6,-22.6,5.05,,,,,C
ROKU,2026-05-20,COMMUNICATION SERVICES,NONE,,8.5,8.5,6.0,0.0,1.5,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,124.16,122.22,108.93,101.14,4.83,131.39,110.1,2753632,0.69,1.0,0.4,4.92,4.92,3.89,,,,,B
ROP,2026-05-20,TECHNOLOGY,NONE,,-1.0,-1.0,1.0,0.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,323.12,342.07,349.27,425.74,10.36,384.0,305.96,1202729,0.64,0.5,-1.83,-11.41,-11.41,3.2,,,,,C
ROST,2026-05-20,CONSUMER CYCLICAL,NONE,,2.5,2.5,3.0,1.0,-0.5,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,217.79,221.54,218.98,182.67,6.06,231.16,208.2,2524607,1.28,1.5,-0.62,-3.78,-3.78,2.78,,,,,C
RSG,2026-05-20,INDUSTRIALS,NONE,,7.0,7.0,2.0,3.0,1.0,1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,212.2,206.82,213.01,218.75,4.52,218.91,196.41,1851796,0.91,2.5,1.19,3.37,3.37,2.13,,,,,B
RTX,2026-05-20,INDUSTRIALS,NONE,,1.0,1.0,2.0,0.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,174.85,175.43,188.74,180.07,3.82,188.74,170.78,6023941,0.64,0.0,-0.15,-3.35,-3.35,2.19,,,,,C
S,2026-05-20,TECHNOLOGY,NONE,,12.0,12.0,4.0,4.0,2.0,2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,17.97,15.76,14.47,15.58,0.84,18.12,13.52,6912736,1.02,3.5,2.62,22.83,22.83,4.69,,,,,A
SBUX,2026-05-20,CONSUMER CYCLICAL,PULLBACK,PULLBACK,11.0,11.0,6.0,1.0,3.0,1.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,106.5,104.33,98.94,90.97,2.49,108.88,96.45,7916154,0.84,2.0,0.87,7.01,7.01,2.34,106.5,98.94,121.62,2.0,A
SCCO,2026-05-20,BASIC MATERIALS,NONE,,0.0,0.0,3.0,-1.0,0.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,174.09,176.66,175.86,149.73,8.56,194.93,164.25,1443087,0.64,0.0,-0.3,-6.33,-6.33,4.92,,,,,C
SCHW,2026-05-20,FINANCIAL SERVICES,NONE,,1.0,1.0,1.0,0.0,1.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,90.11,90.57,92.72,95.47,2.22,93.43,87.61,10369033,1.21,2.0,-0.21,-1.74,-1.74,2.46,,,,,C
SE,2026-05-20,CONSUMER CYCLICAL,NONE,,2.5,2.5,3.0,-1.0,0.5,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,86.55,87.14,85.44,131.4,4.55,99.97,81.84,4802527,0.93,0.0,-0.13,0.3,0.3,5.26,,,,,C
SHOP,2026-05-20,TECHNOLOGY,NONE,,2.0,2.0,1.0,2.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,105.01,111.65,117.49,140.76,6.52,133.77,94.0,13700376,0.59,1.5,-1.02,-20.42,-20.42,6.21,,,,,C
SHW,2026-05-20,BASIC MATERIALS,NONE,,-0.5,-0.5,1.0,1.0,-0.5,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,307.7,316.31,320.96,340.16,8.41,344.05,294.32,2122169,1.27,1.0,-1.02,-8.19,-8.19,2.73,,,,,C
SLB,2026-05-20,ENERGY,NONE,,12.5,12.5,6.0,2.0,3.5,1.0,True,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,57.28,55.63,52.34,42.77,1.41,57.67,52.73,12604720,0.88,3.5,1.17,5.39,5.39,2.46,,,,,A
SMCI,2026-05-20,TECHNOLOGY,NONE,,10.0,10.0,4.0,2.0,2.0,2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,33.46,30.42,27.78,36.26,2.48,36.37,25.46,39035423,0.95,1.5,1.22,14.67,14.67,7.42,,,,,B
SNOW,2026-05-20,TECHNOLOGY,NONE,,7.5,7.5,3.0,4.0,-0.5,1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,166.97,149.44,153.42,203.11,8.69,176.98,133.02,7495681,0.79,1.5,2.02,7.33,7.33,5.21,,,,,B
SNPS,2026-05-20,TECHNOLOGY,NONE,,6.0,6.0,4.0,0.0,1.0,1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,498.93,498.07,450.9,472.49,13.61,519.71,450.13,1610038,1.18,1.0,0.06,4.54,4.54,2.73,,,,,B
SO,2026-05-20,UTILITIES,NONE,,3.1,3.1,1.7,0.7,0.7,0.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,93.62,93.98,95.11,92.63,1.52,97.4,91.6,5588363,0.7,1.0,-0.24,1.9,1.9,1.62,,,,,C
SOFI,2026-05-20,FINANCIAL SERVICES,NONE,,1.0,1.0,1.0,1.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,15.69,16.4,16.86,23.39,0.68,19.45,14.92,68040094,0.64,0.5,-1.03,-17.68,-17.68,4.36,,,,,C
SPG,2026-05-20,REAL ESTATE,NONE,,6.9,6.9,4.8,0.7,1.4,0.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,204.1,202.17,196.06,186.96,3.58,206.46,198.41,1319284,0.61,3.5,0.54,1.2,1.2,1.75,,,,,B
SPGI,2026-05-20,FINANCIAL SERVICES,NONE,,-1.0,-1.0,1.0,1.0,-1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,417.01,423.08,425.57,482.41,12.23,456.7,401.0,1974982,1.06,0.5,-0.5,-7.14,-7.14,2.93,,,,,C
SPOT,2026-05-20,COMMUNICATION SERVICES,NONE,,0.5,0.5,1.0,1.0,0.5,-2.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,433.32,444.82,477.79,576.09,15.7,527.0,411.24,2497886,0.66,0.0,-0.73,-17.13,-17.13,3.62,,,,,C
SRE,2026-05-20,UTILITIES,NONE,,1.5,1.5,2.0,0.0,0.5,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,91.46,92.73,94.51,90.15,2.02,96.06,88.97,3500486,0.4,1.0,-0.63,-1.0,-1.0,2.21,,,,,C
STLD,2026-05-20,BASIC MATERIALS,NONE,,1.0,1.0,4.0,-2.0,-1.0,0.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,228.3,230.67,202.41,170.33,6.41,243.73,219.03,1030655,0.9,0.0,-0.37,0.37,0.37,2.81,,,,,C
SU,2026-05-20,ENERGY,PULLBACK,PULLBACK,12.0,12.0,6.0,2.0,3.0,1.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,67.83,66.58,64.72,49.98,2.09,70.29,62.68,3213523,0.97,2.5,0.6,6.94,6.94,3.09,67.83,62.74,78.01,2.0,A
SYK,2026-05-20,HEALTHCARE,NONE,,5.0,5.0,2.0,4.0,0.0,-1.0,False,True,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,321.49,306.73,324.65,358.52,9.49,335.42,281.0,2910618,1.04,2.5,1.56,-2.39,-2.39,2.95,,,,,B
T,2026-05-20,COMMUNICATION SERVICES,NONE,,2.0,2.0,2.0,1.0,0.0,-1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,24.93,25.41,26.66,26.56,0.53,26.76,23.85,35112963,1.15,0.0,-0.92,-4.04,-4.04,2.11,,,,,C
TDG,2026-05-20,INDUSTRIALS,NONE,,3.0,3.0,3.0,0.0,0.0,0.0,False,False,ILLIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,1198.09,1179.68,1194.34,1297.65,38.88,1262.26,1128.21,413123,0.69,0.0,0.47,0.87,0.87,3.25,,,,,C
TEAM,2026-05-20,TECHNOLOGY,NONE,,9.5,9.5,4.0,2.0,1.5,2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,86.23,82.39,74.24,127.44,7.62,96.32,65.2,8525007,0.46,1.5,0.5,16.51,16.51,8.83,,,,,B
TECK,2026-05-20,BASIC MATERIALS,NONE,,6.5,6.5,6.0,-1.0,0.5,1.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,61.22,60.97,56.11,47.71,2.65,67.67,56.09,3265472,0.96,1.0,0.09,3.31,3.31,4.33,,,,,B
TER,2026-05-20,TECHNOLOGY,NONE,,0.5,0.5,4.0,-2.0,0.5,-2.0,True,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,344.34,357.86,339.43,225.94,20.71,422.11,301.86,4447826,0.76,0.0,-0.65,-10.6,-10.6,6.01,,,,,C
TGT,2026-05-20,CONSUMER DEFENSIVE,NONE,,2.0,2.0,3.0,0.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,122.33,126.0,122.58,104.85,4.56,132.52,117.67,5589268,3.61,2.0,-0.8,-6.33,-6.33,3.73,,,,,C
TJX,2026-05-20,CONSUMER CYCLICAL,BREAKOUT,BREAKOUT,18.15,18.15,4.0,8.9,5.25,0.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,159.21,153.69,156.52,149.75,3.82,160.53,146.14,5631404,1.64,5.5,1.45,0.47,0.47,2.4,160.85,146.4,198.42,2.6,A
TMUS,2026-05-20,COMMUNICATION SERVICES,NONE,,1.0,1.0,1.0,0.0,0.0,0.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,190.16,191.74,199.07,213.62,4.39,200.63,182.01,5625714,0.68,0.0,-0.36,0.66,0.66,2.31,,,,,C
TRV,2026-05-20,FINANCIAL SERVICES,PULLBACK,PULLBACK,8.1,8.1,4.8,1.4,1.9,0.0,True,True,LIQUID,DISCOVERED,classified_setup,BULLISH,306.96,302.22,299.44,286.59,5.38,311.58,291.83,1326652,0.73,4.5,0.88,1.75,1.75,1.75,306.96,291.83,337.22,2.0,A
TSCO,2026-05-20,CONSUMER CYCLICAL,NONE,,2.0,2.0,1.0,2.0,1.0,-2.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,31.69,32.8,40.3,51.34,1.2,40.14,29.42,13300346,0.68,1.5,-0.93,-18.66,-18.66,3.79,,,,,C
TSLA,2026-05-20,CONSUMER CYCLICAL,NONE,,6.0,6.0,4.0,0.0,1.0,1.0,False,False,LIQUID,UNCLASSIFIED,no_setup_detected,BULLISH,417.26,404.57,387.51,408.95,18.28,453.4,364.02,58274160,0.77,0.0,0.69,7.68,7.68,4.38,,,,,B
